Techs,Count
"['JS \\ javascript', 'TS \\ TypeScript']",1
"['Kotlin', 'Amazon Web Services \\ AWS']",1
"['Kotlin', 'React']",1
"['Make', 'APT']",1
"['Make', 'Unreal Engine']",2
"['MATLAB', 'Make']",1
"['Phoenix', 'Make']",1
"['PostgreSQL', 'Amazon Web Services \\ AWS']",1
"['PowerShell', 'Azure']",1
"['PYTHON', 'Ansible']",1
"['PYTHON', 'Go']",4
"['PYTHON', 'Java']",3
"['PYTHON', 'Make']",9
"['PYTHON', 'MATLAB']",1
"['PYTHON', 'Perl']",1
"['PYTHON', 'SQL']",4
"['R', 'H']",1
"['R', 'Make']",8
"['R', 'Zephyr']",1
"['React', 'ASP.NET']",1
"['React', 'Make']",3
"['Ruby', 'Ruby on Rails']",1
"['Snowflake', 'Google Cloud \\ GCP']",1
"['Solr', 'Amazon Web Services \\ AWS']",1
"['SQL', 'Ada']",1
"['SQL', 'Amazon Web Services \\ AWS']",1
"['SQL', 'Angular']",1
"['SQL', 'Azure']",3
"['SQL', 'Crystal']",1
"['SQL', 'Express']",2
"['SQL', 'Go']",4
"['SQL', 'Java']",7
"['SQL', 'Make']",7
"['SQL', 'Maven']",1
"['SQL', 'Microsoft SQL Server']",1
"['SQL', 'Oracle']",4
"['SQL', 'Snowflake']",1
"['Swift', 'Make']",1
"['TS \\ TypeScript', 'Google Cloud \\ GCP']",1
"['TS \\ TypeScript', 'Make']",1
"['TS \\ TypeScript', 'R']",1
"['VMware', 'Make']",2
"['VMware', 'Phoenix']",1
"['WordPress', 'Make']",1
"['Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP']",5
"['Amazon Web Services \\ AWS', 'Azure', 'VMware']",1
"['Amazon Web Services \\ AWS', 'Docker', 'Make']",1
"['Amazon Web Services \\ AWS', 'Docker', 'Terraform']",1
"['Amazon Web Services \\ AWS', 'Make', 'Terraform']",1
"['Assembly', 'Ada', 'Make']",2
"['Assembly', 'Express', 'Make']",1
"['Assembly', 'R', 'Make']",2
"['Assembly', 'R', 'Oracle']",1
"['Azure', 'Kubernetes', 'Terraform']",1
"['Azure', 'Make', 'Kubernetes']",1
"['Bash', 'PowerShell', 'Amazon Web Services \\ AWS']",1
"['C#', 'Java', 'Apex']",1
"['C#', 'Java', 'Go']",1
"['C#', 'Java', 'Make']",1
"['C#', 'SQL', 'Azure']",1
"['C++', 'C', 'Ada']",5
"['C++', 'C', 'Amazon Web Services \\ AWS']",2
"['C++', 'C', 'Angular']",1
"['C++', 'C', 'ASP.NET']",1
"['C++', 'C', 'Assembly']",7
"['C++', 'C', 'Azure']",3
"['C++', 'C', 'Go']",4
"['C++', 'C', 'H']",2
"['C++', 'C', 'Kotlin']",1
"['C++', 'C', 'Make']",25
"['C++', 'C', 'MATLAB']",7
"['C++', 'C', 'R']",5
"['C++', 'C', 'Rust']",4
"['C++', 'C', 'Swift']",4
"['C++', 'C', 'Unreal Engine']",4
"['C++', 'C', 'Visual Basic']",1
"['C++', 'Java', 'C']",5
"['C++', 'SQL', 'C']",6
"['C++', 'TS \\ TypeScript', 'C']",2
"['Databricks', 'Azure', 'Databricks']",1
"['Dynamodb', 'Amazon Web Services \\ AWS', 'Kubernetes']",1
"['Express', 'Homebrew', 'Make']",1
"['Go', 'Amazon Web Services \\ AWS', 'Make']",1
"['Go', 'Assembly', 'Make']",1
"['Go', 'Docker', 'Kubernetes']",1
"['Go', 'Express', 'Make']",1
"['Go', 'H', 'Express']",1
"['Go', 'Kotlin', 'Gradle']",1
"['Go', 'Make', 'Kubernetes']",1
"['Go', 'R', 'Make']",2
"['Go', 'Ruby', 'Make']",1
"['Go', 'Rust', 'Make']",1
"['Go', 'Swift', 'Make']",1
"['Go', 'Vercel', 'Make']",2
"['HTML \\ CSS', 'Assembly', 'Make']",1
"['HTML \\ CSS', 'C++', 'C']",3
"['HTML \\ CSS', 'Java', 'WordPress']",1
"['HTML \\ CSS', 'Phoenix', 'Make']",1
"['HTML \\ CSS', 'SQL', 'Java']",2
"['Java', 'Amazon Web Services \\ AWS', 'Spring Boot']",2
"['Java', 'Azure', 'Make']",2
"['Java', 'Docker', 'Gradle']",1
"['Java', 'Docker', 'Kubernetes']",1
"['Java', 'Google Cloud \\ GCP', 'Docker']",1
"['Java', 'Google Cloud \\ GCP', 'Kubernetes']",1
"['Java', 'Google Cloud \\ GCP', 'Make']",1
"['Java', 'Google Cloud \\ GCP', 'Spring Boot']",1
"['Java', 'H', 'Make']",1
"['Java', 'Kotlin', 'H']",1
"['Java', 'Kotlin', 'Make']",2
"['Java', 'MongoDB', 'Express']",1
"['Java', 'MySQL', 'Oracle']",1
"['Java', 'Oracle', 'Angular']",1
"['Java', 'Oracle', 'jQuery']",1
"['Java', 'React', 'Make']",1
"['Java', 'Scala', 'Amazon Web Services \\ AWS']",1
"['Java', 'Spring Boot', 'Kubernetes']",1
"['Java', 'Spring Boot', 'Make']",2
"['Java', 'Swift', 'Oracle']",1
"['JS \\ javascript', 'Amazon Web Services \\ AWS', 'Angular']",1
"['JS \\ javascript', 'Amazon Web Services \\ AWS', 'Vue.js']",1
"['JS \\ javascript', 'Apex', 'jQuery']",1
"['JS \\ javascript', 'Go', 'Make']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Amazon Web Services \\ AWS']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Drupal']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Make']",2
"['JS \\ javascript', 'HTML \\ CSS', 'Oracle']",1
"['JS \\ javascript', 'HTML \\ CSS', 'React']",1
"['JS \\ javascript', 'HTML \\ CSS', 'SQL']",4
"['JS \\ javascript', 'HTML \\ CSS', 'WordPress']",1
"['JS \\ javascript', 'Java', 'React']",1
"['JS \\ javascript', 'jQuery', 'Make']",1
"['JS \\ javascript', 'Node.js', 'Express']",1
"['JS \\ javascript', 'PHP', 'WordPress']",1
"['JS \\ javascript', 'PYTHON', 'Django']",1
"['JS \\ javascript', 'PYTHON', 'FastAPI']",1
"['JS \\ javascript', 'PYTHON', 'Java']",3
"['JS \\ javascript', 'PYTHON', 'Make']",3
"['JS \\ javascript', 'PYTHON', 'Swift']",1
"['JS \\ javascript', 'React', 'Make']",5
"['JS \\ javascript', 'SQL', 'Ant']",1
"['JS \\ javascript', 'SQL', 'Java']",1
"['JS \\ javascript', 'SQL', 'Node.js']",1
"['JS \\ javascript', 'SQL', 'React']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'Go']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'Make']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'React']",1
"['JS \\ javascript', 'WordPress', 'Drupal']",1
"['Kotlin', 'Amazon Web Services \\ AWS', 'Make']",1
"['Kotlin', 'Gradle', 'Dagger']",1
"['Kotlin', 'Make', 'Dagger']",1
"['Kotlin', 'React', 'Make']",1
"['OpenShift', 'Make', 'Kubernetes']",1
"['Oracle', 'Amazon Web Services \\ AWS', 'Managed Hosting']",1
"['Oracle', 'Snowflake', 'Make']",1
"['Oracle', 'VMware', 'Make']",1
"['PHP', 'Laravel', 'Make']",1
"['PHP', 'PostgreSQL', 'MySQL']",1
"['PostgreSQL', 'MySQL', 'Amazon Web Services \\ AWS']",1
"['PowerShell', 'Azure', 'Make']",3
"['Presto', 'Amazon Web Services \\ AWS', 'React']",1
"['PYTHON', 'Ada', 'Make']",1
"['PYTHON', 'Amazon Web Services \\ AWS', 'Ansible']",1
"['PYTHON', 'Amazon Web Services \\ AWS', 'Azure']",1
"['PYTHON', 'Amazon Web Services \\ AWS', 'Docker']",1
"['PYTHON', 'Amazon Web Services \\ AWS', 'Make']",2
"['PYTHON', 'Assembly', 'Make']",2
"['PYTHON', 'Azure', 'Terraform']",1
"['PYTHON', 'Bash', 'Go']",1
"['PYTHON', 'Bash', 'Kubernetes']",1
"['PYTHON', 'C++', 'C']",36
"['PYTHON', 'Databricks', 'Databricks']",1
"['PYTHON', 'Docker', 'Kubernetes']",1
"['PYTHON', 'Express', 'Kubernetes']",1
"['PYTHON', 'Go', 'Make']",1
"['PYTHON', 'Go', 'React']",1
"['PYTHON', 'Google Cloud \\ GCP', 'Make']",1
"['PYTHON', 'Google Cloud \\ GCP', 'Terraform']",1
"['PYTHON', 'H', 'Make']",2
"['PYTHON', 'Java', 'Amazon Web Services \\ AWS']",4
"['PYTHON', 'Java', 'Go']",1
"['PYTHON', 'Java', 'Make']",3
"['PYTHON', 'Java', 'R']",1
"['PYTHON', 'Make', 'Unreal Engine']",1
"['PYTHON', 'MATLAB', 'Make']",5
"['PYTHON', 'R', 'Make']",2
"['PYTHON', 'React', 'Ansible']",1
"['PYTHON', 'React', 'Kubernetes']",1
"['PYTHON', 'React', 'Make']",1
"['PYTHON', 'Rust', 'Make']",2
"['PYTHON', 'Scala', 'Amazon Web Services \\ AWS']",1
"['PYTHON', 'SQL', 'Amazon Web Services \\ AWS']",3
"['PYTHON', 'SQL', 'Ansible']",1
"['PYTHON', 'SQL', 'Azure']",1
"['PYTHON', 'SQL', 'Bash']",1
"['PYTHON', 'SQL', 'Docker']",1
"['PYTHON', 'SQL', 'Go']",1
"['PYTHON', 'SQL', 'Make']",7
"['PYTHON', 'SQL', 'Oracle']",1
"['PYTHON', 'SQL', 'R']",1
"['PYTHON', 'SQL', 'VBA']",1
"['PYTHON', 'TS \\ TypeScript', 'Ansible']",1
"['PYTHON', 'TS \\ TypeScript', 'Lua']",1
"['PYTHON', 'TS \\ TypeScript', 'Make']",1
"['PYTHON', 'VMware', 'Ansible']",1
"['R', 'Amazon Web Services \\ AWS', 'VMware']",1
"['R', 'Azure', 'Make']",1
"['R', 'Make', 'Flutter']",2
"['Redis', 'Make', 'Terraform']",1
"['Ruby', 'MongoDB', 'Docker']",1
"['Ruby', 'Ruby on Rails', 'Make']",1
"['Rust', 'Amazon Web Services \\ AWS', 'Make']",1
"['Rust', 'Swift', 'Make']",1
"['Scala', 'Docker', 'Kubernetes']",1
"['Scala', 'Dynamodb', 'Amazon Web Services \\ AWS']",1
"['Scala', 'Google Cloud \\ GCP', 'Kubernetes']",1
"['SQL', 'Amazon Web Services \\ AWS', 'Make']",1
"['SQL', 'Assembly', 'Make']",1
"['SQL', 'Bash', 'MySQL']",1
"['SQL', 'Cobol', 'Make']",1
"['SQL', 'Java', 'Go']",1
"['SQL', 'Java', 'Google Cloud \\ GCP']",1
"['SQL', 'Java', 'Make']",3
"['SQL', 'Java', 'Oracle']",5
"['SQL', 'Java', 'React']",1
"['SQL', 'Java', 'Redis']",1
"['SQL', 'Java', 'Ruby']",1
"['SQL', 'Java', 'Scala']",1
"['SQL', 'Microsoft SQL Server', 'Make']",1
"['SQL', 'MySQL', 'Redis']",1
"['SQL', 'Oracle', 'Amazon Web Services \\ AWS']",1
"['SQL', 'Oracle', 'Make']",3
"['SQL', 'Phoenix', 'Chef']",1
"['SQL', 'PostgreSQL', 'Oracle']",1
"['SQL', 'PowerShell', 'Azure']",1
"['SQL', 'PowerShell', 'Make']",1
"['SQL', 'PowerShell', 'Oracle']",1
"['SQL', 'R', 'Make']",1
"['SQL', 'Snowflake', 'Azure']",2
"['SQL', 'Swift', 'Make']",1
"['SQL', 'TS \\ TypeScript', 'Google Cloud \\ GCP']",1
"['SQL', 'Visual Basic', 'Oracle']",1
"['TS \\ TypeScript', 'Amazon Web Services \\ AWS', 'React']",1
"['TS \\ TypeScript', 'Google Cloud \\ GCP', 'React']",1
"['TS \\ TypeScript', 'Oracle', 'Make']",1
"['TS \\ TypeScript', 'React', 'Make']",4
"['VMware', 'Phoenix', 'Make']",1
"['Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Make']",1
"['Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP', 'Terraform']",1
"['Amazon Web Services \\ AWS', 'Azure', 'VMware', 'Kubernetes']",1
"['Amazon Web Services \\ AWS', 'Google Cloud \\ GCP', 'Make', 'Kubernetes']",1
"['Amazon Web Services \\ AWS', 'Make', 'Terraform', 'Ansible']",1
"['Apex', 'Amazon Web Services \\ AWS', 'Azure', 'Terraform']",1
"['Bash', 'Amazon Web Services \\ AWS', 'Docker', 'Make']",1
"['Bash', 'PowerShell', 'Azure', 'Composer']",1
"['C#', 'SQL', 'Azure', 'React']",1
"['C++', 'C', 'Amazon Web Services \\ AWS', 'Make']",3
"['C++', 'C', 'Assembly', 'Kubernetes']",2
"['C++', 'C', 'Assembly', 'Make']",2
"['C++', 'C', 'Assembly', 'Oracle']",1
"['C++', 'C', 'Azure', 'Chef']",1
"['C++', 'C', 'Azure', 'Make']",2
"['C++', 'C', 'Docker', 'Make']",1
"['C++', 'C', 'Fortran', 'Make']",2
"['C++', 'C', 'Go', 'Azure']",1
"['C++', 'C', 'Go', 'Express']",1
"['C++', 'C', 'Go', 'Google Cloud \\ GCP']",1
"['C++', 'C', 'Go', 'MongoDB']",1
"['C++', 'C', 'Google Cloud \\ GCP', 'Kubernetes']",1
"['C++', 'C', 'Kotlin', 'Make']",1
"['C++', 'C', 'Make', 'Unreal Engine']",1
"['C++', 'C', 'MATLAB', 'Make']",3
"['C++', 'C', 'Oracle', 'ASP.NET']",3
"['C++', 'C', 'R', 'Azure']",1
"['C++', 'C', 'R', 'Make']",1
"['C++', 'C', 'React', 'Angular']",1
"['C++', 'C', 'React', 'Make']",2
"['C++', 'C', 'Render', 'Unreal Engine']",1
"['C++', 'C', 'Rust', 'Assembly']",1
"['C++', 'C', 'Rust', 'Make']",1
"['C++', 'C', 'Swift', 'Make']",1
"['C++', 'C', 'Swift', 'SQLite']",1
"['C++', 'C', 'VBA', 'Delphi']",1
"['C++', 'C', 'VBA', 'Microsoft Access']",1
"['C++', 'C#', 'C', 'MATLAB']",1
"['C++', 'C#', 'Java', 'C']",1
"['C++', 'Java', 'C', 'Amazon Web Services \\ AWS']",1
"['C++', 'Java', 'C', 'ASP.NET']",1
"['C++', 'Java', 'C', 'Assembly']",1
"['C++', 'Java', 'C', 'Go']",1
"['C++', 'Java', 'C', 'Google Cloud \\ GCP']",1
"['C++', 'Java', 'C', 'Kotlin']",1
"['C++', 'Java', 'C', 'Kubernetes']",1
"['C++', 'Java', 'C', 'Make']",4
"['C++', 'Java', 'C', 'Maven']",1
"['C++', 'SQL', 'C', 'ASP.NET']",2
"['C++', 'SQL', 'C', 'Azure']",2
"['C++', 'SQL', 'C', 'Crystal']",1
"['C++', 'SQL', 'C', 'Make']",4
"['C++', 'SQL', 'C', 'Oracle']",1
"['C++', 'SQL', 'C', 'Swift']",1
"['C++', 'SQL', 'Java', 'C']",4
"['C++', 'TS \\ TypeScript', 'C', 'Angular']",1
"['C++', 'TS \\ TypeScript', 'C', 'Assembly']",1
"['C++', 'TS \\ TypeScript', 'C', 'React']",1
"['C++', 'TS \\ TypeScript', 'Java', 'C']",1
"['Dart', 'Swift', 'Make', 'Flutter']",1
"['Databricks', 'Amazon Web Services \\ AWS', 'Databricks', 'Make']",1
"['Go', 'Dynamodb', 'Amazon Web Services \\ AWS', 'Make']",2
"['Go', 'Make', 'Kubernetes', 'Puppet']",1
"['Go', 'PostgreSQL', 'Amazon Web Services \\ AWS', 'Make']",1
"['HTML \\ CSS', 'Azure', 'Make', 'Kubernetes']",1
"['HTML \\ CSS', 'Java', 'Angular', 'Spring Boot']",3
"['HTML \\ CSS', 'Java', 'Oracle', 'jQuery']",2
"['HTML \\ CSS', 'Ruby', 'Ruby on Rails', 'Make']",1
"['HTML \\ CSS', 'SQL', 'R', 'Make']",1
"['Java', 'Amazon Web Services \\ AWS', 'Angular', 'Spring Boot']",1
"['Java', 'Amazon Web Services \\ AWS', 'Azure', 'VMware']",1
"['Java', 'Amazon Web Services \\ AWS', 'Google Cloud \\ GCP', 'Spring Boot']",1
"['Java', 'Angular', 'Spring Boot', 'Maven']",1
"['Java', 'Azure', 'Docker', 'Kubernetes']",2
"['Java', 'Cassandra', 'Spring Boot', 'Make']",1
"['Java', 'Databricks', 'Amazon Web Services \\ AWS', 'Databricks']",1
"['Java', 'Go', 'React', 'Make']",1
"['Java', 'Kotlin', 'Firebase', 'Dagger']",1
"['Java', 'Kotlin', 'Google Cloud \\ GCP', 'Make']",1
"['Java', 'Kotlin', 'Google Cloud \\ GCP', 'React']",1
"['Java', 'Kotlin', 'Spring Boot', 'Gradle']",1
"['Java', 'MySQL', 'Spring Boot', 'Make']",1
"['Java', 'R', 'Make', 'Kubernetes']",1
"['Java', 'React', 'Angular', 'Make']",2
"['Java', 'Ruby', 'Amazon Web Services \\ AWS', 'Google Cloud \\ GCP']",1
"['JS \\ javascript', 'Amazon Web Services \\ AWS', 'Azure', 'Make']",1
"['JS \\ javascript', 'C++', 'Azure', 'React']",3
"['JS \\ javascript', 'C++', 'C', 'ASP.NET']",2
"['JS \\ javascript', 'C++', 'Java', 'C']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Go', 'React']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Java', 'Angular']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Java', 'Docker']",1
"['JS \\ javascript', 'HTML \\ CSS', 'Java', 'Groovy']",2
"['JS \\ javascript', 'HTML \\ CSS', 'Java', 'MySQL']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PHP', 'Docker']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PHP', 'Drupal']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PHP', 'MySQL']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PHP', 'WordPress']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PowerShell', 'Azure']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PYTHON', 'Amazon Web Services \\ AWS']",1
"['JS \\ javascript', 'HTML \\ CSS', 'PYTHON', 'Java']",1
"['JS \\ javascript', 'HTML \\ CSS', 'SQL', 'AngularJS']",1
"['JS \\ javascript', 'HTML \\ CSS', 'SQL', 'Apex']",1
"['JS \\ javascript', 'HTML \\ CSS', 'SQL', 'ASP.NET']",1
"['JS \\ javascript', 'HTML \\ CSS', 'SQL', 'jQuery']",1
"['JS \\ javascript', 'HTML \\ CSS', 'SQL', 'Make']",1
"['JS \\ javascript', 'HTML \\ CSS', 'TS \\ TypeScript', 'Angular']",1
"['JS \\ javascript', 'Java', 'Node.js', 'React']",1
"['JS \\ javascript', 'Java', 'PHP', 'Make']",1
"['JS \\ javascript', 'Java', 'React', 'Angular']",2
"['JS \\ javascript', 'MongoDB', 'Node.js', 'React']",1
"['JS \\ javascript', 'PostgreSQL', 'jQuery', 'Angular']",1
"['JS \\ javascript', 'PYTHON', 'Amazon Web Services \\ AWS', 'React']",1
"['JS \\ javascript', 'PYTHON', 'Azure', 'Docker']",1
"['JS \\ javascript', 'PYTHON', 'Bash', 'Go']",1
"['JS \\ javascript', 'PYTHON', 'Java', 'Go']",1
"['JS \\ javascript', 'PYTHON', 'Node.js', 'Make']",2
"['JS \\ javascript', 'PYTHON', 'Node.js', 'React']",1
"['JS \\ javascript', 'PYTHON', 'SQL', 'Make']",1
"['JS \\ javascript', 'PYTHON', 'SQL', 'PowerShell']",1
"['JS \\ javascript', 'PYTHON', 'TS \\ TypeScript', 'Java']",2
"['JS \\ javascript', 'PYTHON', 'TS \\ TypeScript', 'Make']",1
"['JS \\ javascript', 'React', 'Next.js', 'Spring Boot']",1
"['JS \\ javascript', 'Ruby', 'React', 'Make']",1
"['JS \\ javascript', 'SQL', 'Apex', 'Make']",1
"['JS \\ javascript', 'SQL', 'BigQuery', 'Google Cloud \\ GCP']",1
"['JS \\ javascript', 'SQL', 'Java', 'Oracle']",1
"['JS \\ javascript', 'SQL', 'Java', 'React']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'Ada', 'React']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'Go', 'React']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'Node.js', 'Express']",1
"['JS \\ javascript', 'TS \\ TypeScript', 'Node.js', 'React']",1
"['Kotlin', 'React', 'Make', 'Kubernetes']",1
"['Oracle', 'Azure', 'Terraform', 'Ansible']",1
"['Oracle', 'React', 'Angular', 'AngularJS']",1
"['PostgreSQL', 'Google Cloud \\ GCP', 'Docker', 'Make']",1
"['PYTHON', 'Amazon Web Services \\ AWS', 'Azure', 'Ansible']",2
"['PYTHON', 'Amazon Web Services \\ AWS', 'Azure', 'Google Cloud \\ GCP']",2
"['PYTHON', 'Amazon Web Services \\ AWS', 'Google Cloud \\ GCP', 'Django']",1
"['PYTHON', 'Amazon Web Services \\ AWS', 'Google Cloud \\ GCP', 'Docker']",1
"['PYTHON', 'Amazon Web Services \\ AWS', 'Make', 'Terraform']",1
"['PYTHON', 'Bash', 'Amazon Web Services \\ AWS', 'Terraform']",1
"['PYTHON', 'Bash', 'Google Cloud \\ GCP', 'Kubernetes']",1
"['PYTHON', 'Bash', 'Perl', 'Amazon Web Services \\ AWS']",1
"['PYTHON', 'Bash', 'PowerShell', 'Make']",2
"['PYTHON', 'C#', 'Express', 'Make']",1
"['PYTHON', 'C#', 'R', 'Amazon Web Services \\ AWS']",1
"['PYTHON', 'C++', 'Bash', 'C']",2
"['PYTHON', 'C++', 'C', 'Amazon Web Services \\ AWS']",2
"['PYTHON', 'C++', 'C', 'Ansible']",2
"['PYTHON', 'C++', 'C', 'Assembly']",1
"['PYTHON', 'C++', 'C', 'Docker']",1
"['PYTHON', 'C++', 'C', 'Express']",2
"['PYTHON', 'C++', 'C', 'Firebase']",1
"['PYTHON', 'C++', 'C', 'Go']",1
"['PYTHON', 'C++', 'C', 'Google Cloud \\ GCP']",1
"['PYTHON', 'C++', 'C', 'Lua']",1
"['PYTHON', 'C++', 'C', 'Make']",10
"['PYTHON', 'C++', 'C', 'MATLAB']",4
"['PYTHON', 'C++', 'C', 'Maven']",1
"['PYTHON', 'C++', 'C', 'Perl']",1
"['PYTHON', 'C++', 'C', 'R']",4
"['PYTHON', 'C++', 'C', 'Rust']",2
"['PYTHON', 'C++', 'C', 'Unreal Engine']",1
"['PYTHON', 'C++', 'Java', 'C']",14
"['PYTHON', 'C++', 'SQL', 'C']",4
"['PYTHON', 'C++', 'TS \\ TypeScript', 'C']",1
"['PYTHON', 'Docker', 'Ansible', 'Puppet']",1
"['PYTHON', 'Dynamodb', 'Amazon Web Services \\ AWS', 'Terraform']",2
"['PYTHON', 'Go', 'Azure', 'Kubernetes']",1
"['PYTHON', 'Go', 'Databricks', 'Databricks']",1
"['PYTHON', 'Java', 'Amazon Web Services \\ AWS', 'Make']",1
"['PYTHON', 'Java', 'Oracle', 'Make']",1
"['PYTHON', 'Java', 'PHP', 'Ruby']",1
"['PYTHON', 'Java', 'Scala', 'Make']",1
"['PYTHON', 'Kotlin', 'Amazon Web Services \\ AWS', 'Make']",1
"['PYTHON', 'Oracle', 'Amazon Web Services \\ AWS', 'Azure']",1
"['PYTHON', 'Oracle', 'Docker', 'Make']",1
"['PYTHON', 'PostgreSQL', 'Amazon Web Services \\ AWS', 'Make']",1
"['PYTHON', 'PowerShell', 'Azure', 'Cloudflare']",1
"['PYTHON', 'R', 'MATLAB', 'Make']",1
"['PYTHON', 'Rust', 'Google Cloud \\ GCP', 'Terraform']",1
"['PYTHON', 'SQL', 'Ada', 'Make']",1
"['PYTHON', 'SQL', 'Amazon Web Services \\ AWS', 'Docker']",1
"['PYTHON', 'SQL', 'Azure', 'Make']",1
"['PYTHON', 'SQL', 'BigQuery', 'Make']",1
"['PYTHON', 'SQL', 'Databricks', 'Databricks']",1
"['PYTHON', 'SQL', 'Google Cloud \\ GCP', 'Make']",1
"['PYTHON', 'SQL', 'Java', 'Amazon Web Services \\ AWS']",1
"['PYTHON', 'SQL', 'Java', 'Azure']",1
"['PYTHON', 'SQL', 'Java', 'Google Cloud \\ GCP']",1
"['PYTHON', 'SQL', 'Java', 'Make']",2
"['PYTHON', 'SQL', 'Java', 'Redis']",1
"['PYTHON', 'SQL', 'Java', 'Yarn']",1
"['PYTHON', 'SQL', 'Oracle', 'Amazon Web Services \\ AWS']",1
"['PYTHON', 'SQL', 'R', 'Crystal']",1
"['PYTHON', 'SQL', 'R', 'Make']",1
"['PYTHON', 'TS \\ TypeScript', 'Google Cloud \\ GCP', 'React']",1
"['PYTHON', 'TS \\ TypeScript', 'Java', 'Make']",1
"['Ruby', 'MongoDB', 'Dynamodb', 'Docker']",2
"['Ruby', 'PostgreSQL', 'Amazon Web Services \\ AWS', 'Ruby on Rails']",1
"['Ruby', 'React', 'Ruby on Rails', 'Make']",1
"['Rust', 'Scala', 'Amazon Web Services \\ AWS', 'Make']",1
"['Scala', 'Amazon Web Services \\ AWS', 'Make', 'Terraform']",1
"['SQL', 'Amazon Web Services \\ AWS', 'Azure', 'React']",1
"['SQL', 'Databricks', 'Amazon Web Services \\ AWS', 'Databricks']",1
"['SQL', 'Django', 'Docker', 'Make']",1
"['SQL', 'Go', 'Databricks', 'Databricks']",1
"['SQL', 'Go', 'React', 'Make']",1
"['SQL', 'Google Cloud \\ GCP', 'React', 'Django']",1
