Techs,Count
"[""angularjs"", ""aws"", ""bitbucket"", ""git"", ""github"", ""j2ee"", ""java"", ""jquery"", ""linux"", ""ms sql"", ""oracle"", ""shell scripting"", ""springboot"", ""swagger"", ""udb"", ""unix"", ""windows os""]",2
"[""ansible"", ""aws"", ""azure"", ""cisco ios"", ""python""]",2
"[""ansible"", ""azure cloud"", ""azure devops pipelines"", ""docker"", ""git"", ""gitops"", ""informatica"", ""mainframe ims connect"", ""openshift"", ""packer"", ""redhat enterprise linux"", ""terraform"", ""unix solaris"", ""weblogic"", ""websphere""]",2
"[""apache hbase"", ""golang"", ""java"", ""nosql"", ""python"", ""sql""]",2
"[""apache kafka"", ""aws"", ""azure"", ""docker"", ""elasticsearch"", ""gcp"", ""grafana"", ""java"", ""kotlin"", ""kubernetes"", ""prometheus"", ""redis""]",2
"[""api"", ""docker"", ""gcp"", ""javascript"", ""kubernetes"", ""saas"", ""typescript""]",2
"[""argo"", ""cassandra"", ""chef"", ""docker"", ""ftl"", ""gce"", ""gcp"", ""git"", ""gke"", ""java"", ""jenkins"", ""kafka"", ""karaf"", ""kubernetes"", ""mongo"", ""oracle"", ""osgi"", ""puppet"", ""spring"", ""sql""]",2
"[""asp.net"", ""c#"", ""javascript"", ""mvc""]",2
"[""assembly"", ""c"", ""c++"", ""can"", ""lin"", ""xcp""]",2
"[""autocad civil 3d""]",2
"[""aw"", ""cocoapods"", ""firebase"", ""graphql"", ""ios"", ""objective-c"", ""rxswift"", ""swift"", ""xcode""]",2
"[""aw"", ""gcp"", ""linux"", ""terraform"", ""windows""]",2
"[""aws"", ""azure"", ""c++"", ""gcp"", ""java"", ""maven"", ""react"", ""springboot"", ""sql""]",2
"[""aws"", ""c++"", ""confluence"", ""docker"", ""eclipse"", ""java"", ""jenkins"", ""jira"", ""junit"", ""kafka"", ""kubernetes"", ""python"", ""spring boot""]",2
"[""aws"", ""cloudformation"", ""cloudtrail"", ""cloudwatch"", ""codebuild"", ""codedeploy"", ""codepipeline"", ""handlebars.js"", ""javascript"", ""node"", ""python"", ""sass"", ""svelte"", ""terraform"", ""typescript"", ""vue.j""]",2
"[""aws"", ""docker"", ""github actions"", ""linux"", ""terraform"", ""unix""]",2
"[""aws"", ""kotlin"", ""reactjs""]",2
"[""aws""]",2
"[""azure"", ""git"", ""javascript"", ""microservices"", ""nodejs"", ""open api"", ""react"", ""rest api""]",2
"[""bacne"", ""lon""]",2
"[""bacnet"", ""c"", ""c++"", ""iot"", ""linux"", ""modbus"", ""mqtt"", ""opc"", ""tcp/ip"", ""vxworks""]",2
"[""bacnet"", ""eikon"", ""exce"", ""lon"", ""modbus"", ""n2"", ""outlook"", ""sitebuilder"", ""snmp"", ""viewbuilder"", ""webctrl"", ""windows"", ""word""]",2
"[""bash"", ""c"", ""linux"", ""python"", ""yocto""]",2
"[""bash"", ""docker"", ""git"", ""kubernetes"", ""linux"", ""mongodb"", ""python"", ""react"", ""sql""]",2
"[""blueprints"", ""c++"", ""unreal engine""]",2
"[""c"", ""c#"", ""c++"", ""fpga"", ""vhdl""]",2
"[""c"", ""c#"", ""c++"", ""ip"", ""java"", ""python"", ""tcp"", ""udp""]",2
"[""c"", ""c++"", ""cuda"", ""golang"", ""java"", ""python""]",2
"[""c"", ""c++""]",2
"[""c"", ""django"", ""flask"", ""golang"", ""java"", ""mongodb"", ""node"", ""postgres"", ""python"", ""ruby""]",2
"[""c"", ""html"", ""lego ev3"", ""lego wedo"", ""scratch"", ""tinkercad""]",2
"[""c/c++"", ""css"", ""html"", ""http"", ""java"", ""javascript"", ""python"", ""typescript""]",2
"[""c#"", ""c++"", ""html"", ""javascript"", ""python"", ""sql"", ""swift""]",2
"[""c#"", ""c++"", ""python"", ""unreal""]",2
"[""c#"", ""html"", ""iis"", ""javascript"", ""power bi"", ""salesforce"", ""sql"", ""t-sql"", ""windows""]",2
"[""c#"", ""javascript"", ""python"", ""sql""]",2
"[""c++"", ""java"", ""javascript"", ""ruby""]",2
"[""c++"", ""linux"", ""unix""]",2
"[""c++"", ""mysql"", ""redis"", ""sql"", ""tcp/ip"", ""udp""]",2
"[""c++"", ""tcp/ip"", ""unity3d""]",2
"[""c++"", ""unreal engine""]",2
"[""c++"", ""x86 assembly""]",2
"[""cad"", ""cae"", ""culvertmaster"", ""flowmaster"", ""hec-18"", ""hec-ras"", ""hy-8"", ""open roads designer"", ""pcswmm"", ""pondpack"", ""rma-2"", ""srh-2d"", ""xpswmm""]",2
"[""cad"", ""laser technology"", ""programming"", ""software""]",2
"[""cad""]",2
"[""cloud""]",2
"[""cn""]",2
"[""cucumber"", ""docker"", ""github"", ""github action"", ""java"", ""jpa"", ""kafka"", ""kubernetes"", ""nosql"", ""openshift"", ""redis"", ""springframework"", ""sprintboot""]",2
"[""delta v"", ""microsoft windows""]",2
"[""design patterns""]",2
"[""energyplus"", ""equest"", ""openstudio""]",2
"[""github"", ""javascript"", ""react"", ""ruby""]",2
"[""golang"", ""ruby""]",2
"[""hmi"", ""plc"", ""profinet"", ""rockwell"", ""rs-232"", ""siemens""]",2
"[""hmi"", ""plc""]",2
"[""java"", ""javascript"", ""kotlin"", ""node"", ""react"", ""spring""]",2
"[""java"", ""spring framework"", ""sql""]",2
"[""javascript"", ""react"", ""ruby on rails""]",2
"[""jira""]",2
"[""kubernetes""]",2
"[""labview"", ""matlab simulink"", ""matplotlib"", ""python"", ""vector canoe"", ""vspy3""]",2
"[""linux""]",2
"[""maximo""]",2
"[""microsoft 36"", ""slack""]",2
"[""microsoft 365"", ""slack""]",2
"[""microstation""]",2
"[""nosql""]",2
"[""numroto""]",2
"[""postgresql"", ""rails"", ""react"", ""typescript""]",2
"[""saa""]",2
"[""salesforce""]",2
"[""sas/base"", ""sas/graph"", ""sas/macro"", ""sas/sql"", ""sas/stat""]",2
"[""solidwork""]",2
"[""solidworks""]",2
"[""sql""]",2
"[""-boot"", ""assembly"", ""autosar"", ""c"", ""greenhills"", ""linux"", ""qnx"", ""u"", ""vxworks""]",1
"[""-native architectures"", "".0 and aoda standards"", ""angular"", ""apis"", ""azure devops"", ""bootstrap"", ""cloud"", ""css"", ""docker"", ""git"", ""html"", ""javascript"", ""kubernetes"", ""rapid application development (rad)"", ""wcag 2""]",1
"["".ne"", ""angular"", ""c#"", ""cms"", ""css"", ""git"", ""html"", ""javascript"", ""react"", ""rest"", ""typescript""]",1
"["".net 6"", "".net core"", ""aws"", ""azure"", ""docker"", ""grpc"", ""kafka"", ""kubernetes"", ""linux"", ""mongodb""]",1
"["".net 8"", ""aws"", ""c#"", ""docker"", ""javascript"", ""kubernetes"", ""sql"", ""sql server"", ""typescript""]",1
"["".net c#"", ""airflow"", ""angular"", ""aws"", ""azure"", ""bootstrap"", ""cloudbees"", ""docker"", ""gcp"", ""github"", ""html"", ""html5"", ""java"", ""javascript"", ""jenkins"", ""json"", ""ms sql server"", ""oracle"", ""oracle apex"", ""oracle pl/sql"", ""postgresql"", ""python"", ""react"", ""terraform"", ""xml""]",1
"["".net c#"", ""angularjs"", ""api gateway"", ""aws"", ""cloudformation"", ""dynamodb"", ""javascript"", ""jira"", ""lambda"", ""mongodb"", ""mysql"", ""nosql"", ""react"", ""s3"", ""sql"", ""sql server"", ""vue.js""]",1
"["".net core"", "".net framework"", ""angular"", ""angularjs"", ""aws"", ""c#"", ""css"", ""dynamodb"", ""git"", ""html"", ""javascript"", ""jest"", ""microsoft sql"", ""nosql"", ""sql"", ""typescript"", ""xuni""]",1
"["".net core"", "".net framework"", ""angular"", ""apis"", ""azure devops"", ""c#"", ""efcore"", ""entity framework"", ""javascript"", ""oauth2"", ""react"", ""sql server"", ""t-sql"", ""tfs"", ""visual basic"", ""vue"", ""web forms""]",1
"["".net core"", "".net framework"", ""apis"", ""asp.net"", ""azure"", ""blazor"", ""c#"", ""entity framework"", ""git"", ""linq"", ""microsoft azure"", ""mongodb"", ""ms sql server"", ""mvc"", ""sql"", ""t-sql"", ""web api"", ""web apis""]",1
"["".net core"", "".net framework"", ""aws"", ""azure"", ""c#"", ""google cloud"", ""rest apis"", ""wcf"", ""winforms""]",1
"["".net core"", ""active directory"", ""ai builder"", ""angular"", ""asp.net"", ""azure"", ""azure devops"", ""azure functions"", ""azure logic apps"", ""azure sql db"", ""azure web apps"", ""blazor"", ""c#"", ""css"", ""dataverse"", ""dns"", ""event grid"", ""flux"", ""git"", ""html5"", ""javascript"", ""json"", ""k2"", ""microsoft 365"", ""nintex"", ""node.js"", ""power apps"", ""power automate"", ""power bi"", ""powershell"", ""react"", ""react router"", ""redux"", ""sharegate"", ""sharepoint framework"", ""sharepoint online"", ""smtp"", ""sql"", ""tcp/ip"", ""tfs"", ""typescript"", ""visual studio"", ""visual studio code""]",1
"["".net core"", ""active directory"", ""angular"", ""c#"", ""jenkins"", ""ldap"", ""powershell"", ""rest api"", ""sccm"", ""sql server"", ""typescript"", ""windows""]",1
"["".net core"", ""agil"", ""ai"", ""c#"", ""firebase"", ""grpc"", ""jasmine"", ""jest"", ""kanban"", ""nunit"", ""oauth2"", ""oidc"", ""openapi spec"", ""python"", ""rest apis"", ""scrum"", ""sockets"", ""xunit""]",1
"["".net core"", ""agile"", ""azure cloud"", ""azure devops"", ""c#"", ""ci/cd"", ""css"", ""docker"", ""html"", ""iis"", ""javascript"", ""nintendo switch"", ""powershell"", ""selenium"", ""windows"", ""yaml""]",1
"["".net core"", ""agile"", ""azure"", ""c#"", ""ms sql"", ""mvc"", ""react"", ""redux"", ""scrum""]",1
"["".net core"", ""ai"", ""azure"", ""c#"", ""docker"", ""gitlab"", ""google cloud"", ""javascript"", ""kanban"", ""kubernetes"", ""octopus"", ""react"", ""scrum"", ""sql""]",1
"["".net core"", ""airflow luigi"", ""apache nifi"", ""argo"", ""asp.net mvc"", ""aws"", ""c#"", ""gcp"", ""go"", ""graphql"", ""hadoop"", ""hive"", ""informatica"", ""java"", ""javascript"", ""kubernetes"", ""looker"", ""microsoft sql serve"", ""node.js"", ""pandas"", ""python"", ""react"", ""restful api"", ""ruby"", ""ruby on rails"", ""scala"", ""spark"", ""talend""]",1
"["".net core"", ""angular.js"", ""css3"", ""docker"", ""hash"", ""html5"", ""java"", ""java/sprint framework"", ""javascript"", ""js/node.js"", ""json"", ""json web signatures (jws)"", ""json web tokens (jwt)"", ""json-ld"", ""kubernetes"", ""next.js"", ""node.js"", ""oath2"", ""open id connect (oidc)"", ""pki"", ""python"", ""python/django"", ""react"", ""react.js"", ""rest apis"", ""rsa"", ""security assertion markup language (saml)"", ""sha/sha2"", ""shell scripts"", ""soap"", ""transport layer security (tls)"", ""typescript"", ""vue""]",1
"["".net core"", ""angular"", ""asp.net"", ""aws"", ""azure"", ""bootstrap"", ""c#"", ""css"", ""docker"", ""github"", ""html5"", ""javascript"", ""jquery"", ""json"", ""restful apis"", ""svn"", ""typescript"", ""uml"", ""visual studio.net"", ""vscode"", ""web forms""]",1
"["".net core"", ""angular"", ""asp.net"", ""azur"", ""c#"", ""gcp"", ""github"", ""html"", ""javascript"", ""jquery"", ""json"", ""mvc"", ""pl-sql"", ""react"", ""ssis"", ""ssrs"", ""t-sql"", ""tfs"", ""vue.js"", ""web forms"", ""xml""]",1
"["".net core"", ""angular"", ""aws"", ""azure"", ""blazor"", ""bootstrap"", ""c#"", ""css"", ""html"", ""javascript"", ""json"", ""linux"", ""python"", ""sql"", ""windows"", ""xml""]",1
"["".net core"", ""angular"", ""aws"", ""azure"", ""bootstrap"", ""c#"", ""css 3.0"", ""html5"", ""javascript"", ""jquery"", ""kubernetes"", ""react"", ""rest"", ""typescript""]",1
"["".net core"", ""angular"", ""aws"", ""azure"", ""c#"", ""cdk"", ""cloudformation"", ""cypress"", ""mongodb"", ""nx"", ""postgresql"", ""pulumi"", ""sql server""]",1
"["".net core"", ""angular"", ""aws"", ""azure"", ""c#"", ""cdk"", ""cloudformation"", ""cypress"", ""mongodb"", ""postgresql"", ""pulumi"", ""sql server""]",1
"["".net core"", ""angular"", ""azur"", ""c#"", ""css"", ""html"", ""javascript"", ""node.js"", ""restful apis"", ""sql server"", ""ssis"", ""typescript""]",1
"["".net core"", ""angular"", ""azure"", ""c#"", ""git"", ""ms sql server"", ""rabbitmq"", ""t-sql""]",1
"["".net core"", ""angularjs"", ""azure functions"", ""c#"", ""docker"", ""entity framework"", ""fix protocol"", ""google analytics"", ""kafka"", ""kubernetes"", ""redis"", ""sql""]",1
"["".net core"", ""angularjs"", ""azure"", ""azure devops"", ""c#"", ""html/css"", ""javascript"", ""jir"", ""react"", ""sql"", ""sql management studio"", ""sql server profiler"", ""typescript"", ""visual studio""]",1
"["".net core"", ""api gateway"", ""aws"", ""azure"", ""css3"", ""docker"", ""dynamodb"", ""event bridge"", ""html5"", ""kubernetes"", ""lambda"", ""material ui"", ""mongodb"", ""mysql"", ""node.js"", ""npm"", ""postgres"", ""react"", ""sns"", ""sql server"", ""sqs"", ""typescript"", ""wai-aria"", ""wcag""]",1
"["".net core"", ""apis"", ""argo"", ""asp.net"", ""aws"", ""azure"", ""azure devops"", ""c#"", ""docker"", ""fluentd"", ""flux"", ""gcp"", ""github actions"", ""gitlab ci"", ""j2ee"", ""jaeger"", ""javascript"", ""kubernetes"", ""microservices"", ""prometheus"", ""razor pages"", ""terraform"", ""typescript""]",1
"["".net core"", ""asp.net core"", ""azure"", ""c#"", ""entity framework core"", ""kronos ukg api"", ""sql server""]",1
"["".net core"", ""asp.net"", ""aws"", ""azure"", ""c#"", ""clickup"", ""css"", ""git"", ""google cloud"", ""html"", ""javascript"", ""jira"", ""monday.com"", ""ms projects"", ""ms sql"", ""restful apis"", ""slack"", ""tempo timesheets"", ""trello"", ""zapier""]",1
"["".net core"", ""asp.net"", ""blazor"", ""c#"", ""docker"", ""http"", ""hyperv"", ""kubernetes"", ""linux"", ""mysql"", ""rabbitmq"", ""rest apis"", ""snmp"", ""tcp"", ""webassembly"", ""websockets""]",1
"["".net core"", ""aws"", ""azure"", ""c#"", ""gcp"", ""javascript"", ""oidc"", ""saas"", ""saml"", ""sql""]",1
"["".net core"", ""azure"", ""blazor"", ""bootstrap"", ""c#"", ""gembox"", ""infragistics"", ""javascript"", ""spreadsheetgear"", ""sql"", ""sync fusio"", ""t-sql"", ""telerik"", ""web api""]",1
"["".net core"", ""bigquery"", ""confluence"", ""gitlab"", ""google kubernetes engine"", ""google pub/sub"", ""jira"", ""kafka"", ""memsql"", ""mongodb"", ""python"", ""redis cache"", ""sq"", ""sql server""]",1
"["".net core"", ""c#"", ""d365"", ""dynamics f&o"", ""microsoft azure"", ""microsoft azure devops"", ""microsoft dynamics 365"", ""microsoft dynamics ax"", ""microsoft stack"", ""office 365"", ""outlook"", ""power bi"", ""sharepoint"", ""ssis"", ""ssrs""]",1
"["".net core"", ""docker"", ""golang"", ""kubernetes"", ""postgres"", ""scala"", ""spanner""]",1
"["".net core"", ""flask"", ""gokit"", ""golang"", ""javascript"", ""kafka"", ""node.js"", ""python"", ""solace"", ""spring cloud""]",1
"["".net framework"", "".net mvc framework"", ""agile execution"", ""asp.net"", ""c#"", ""information technologie"", ""rest services"", ""sql server"", ""vc++"", ""wcf framework"", ""web api"", ""web services""]",1
"["".net framework"", ""agile"", ""azure devops"", ""c#"", ""nunit"", ""postman"", ""selenium"", ""specflow"", ""xp""]",1
"["".net framework"", ""angular"", ""asp.net"", ""c#"", ""css"", ""epicor"", ""git"", ""html"", ""java"", ""javascript"", ""node.js"", ""python"", ""react"", ""ruby"", ""salesforce"", ""splunk"", ""tableau"", ""vue.js""]",1
"["".net framework"", ""angular"", ""css"", ""es6"", ""firebase"", ""git"", ""google cloud platform"", ""html"", ""isml"", ""javascript"", ""jquery"", ""mongodb"", ""node.js"", ""nosql"", ""ocapi"", ""postgres"", ""pwa ki"", ""react"", ""react native"", ""restful apis"", ""salesforce commerce cloud"", ""sass"", ""scapi"", ""scss"", ""sfra"", ""slas"", ""sql"", ""typescript"", ""vue.js""]",1
"["".net framework"", ""angular"", ""flutter"", ""git"", ""jwt"", ""microsoft access"", ""ms sql"", ""mysql"", ""node.js"", ""oauth"", ""postgresql"", ""python"", ""react"", ""react native"", ""restful apis"", ""vba"", ""visual basic"", ""vue.js""]",1
"["".net framework"", ""apis"", ""css"", ""html"", ""javascript"", ""jquery"", ""json"", ""php"", ""sql"", ""telehealth"", ""umbraco"", ""ux/ui"", ""wordpress""]",1
"["".net framework"", ""asp.net"", ""azure devops"", ""git"", ""javascript"", ""microsoft sql server"", ""mvc"", ""t-sql"", ""web api""]",1
"["".net framework"", ""asp.net"", ""c#"", ""mvc"", ""oracle"", ""teams""]",1
"["".net framework"", ""azure"", ""azure devops"", ""c#"", ""git"", ""microsoft dynamics 365"", ""power bi"", ""sql server reporting services (ssrs)"", ""t-sql"", ""visual studio"", ""x++""]",1
"["".net framework"", ""c"", ""code composer studio"", ""fortran"", ""linux"", ""visual basic"", ""visual studio"", ""windows""]",1
"["".net framework"", ""c#"", ""mvc framework"", ""sdlc""]",1
"["".net framework"", ""c#"", ""mvc framework"", ""web application""]",1
"["".net framework"", ""c#"", ""mvc""]",1
"["".net framework"", ""c#"", ""react"", ""sql""]",1
"["".net frameworks"", ""c#"", ""json"", ""net"", ""net core"", ""sql"", ""vb.net"", ""visual studio 2019"", ""web"", ""web apis"", ""win forms"", ""windows"", ""xamarin"", ""xml""]",1
"["".net mvc"", ""adf"", ""angularjs"", ""aws"", ""azure"", ""azure cosmos db"", ""azure devops"", ""azure pipelines"", ""c#"", ""css"", ""github actions"", ""gitlab runners"", ""html"", ""java"", ""jir"", ""mongodb"", ""mysql"", ""nodejs"", ""objective-c"", ""oracle"", ""power bi"", ""react"", ""sass"", ""sql"", ""sql server"", ""ssas"", ""ssis"", ""ssrs"", ""swift"", ""xamarin""]",1
"["".net"", "".net 5.0"", "".net core"", "".net standard"", ""c#"", ""c++"", ""c/c++"", ""mfc"", ""oracle"", ""owlnext"", ""postgres"", ""sql"", ""web apis"", ""win32""]",1
"["".net"", "".net 5"", ""android"", ""c#"", ""java"", ""mvc7"", ""signalr"", ""soa"", ""wcf"", ""xamarin""]",1
"["".net"", "".net 6"", "".net core"", "".net framework"", ""c#"", ""css"", ""gulp"", ""html"", ""javascript"", ""npm"", ""reactjs"", ""restful"", ""sql"", ""typescript"", ""visual studio"", ""web api"", ""websockets""]",1
"["".net"", "".net 8"", ""android"", ""azure"", ""c#"", ""c# 12"", ""docker"", ""ef core"", ""entity framework"", ""expo"", ""git"", ""github"", ""ios"", ""kubernetes"", ""microsoft azure"", ""microsoft orleans"", ""mocha"", ""nextjs"", ""percy"", ""playwright"", ""react"", ""react native"", ""sql"", ""sql server"", ""typescript"", ""xunit.net""]",1
"["".net"", "".net blazor"", "".net core"", "".net wpf"", ""angular"", ""aws"", ""azure"", ""azure devops"", ""c#"", ""entity framework"", ""graphql"", ""javascript"", ""jira"", ""ms sql"", ""mysql"", ""node.js"", ""react"", ""rest"", ""sql server"", ""typescript""]",1
"["".net"", "".net core"", "".net core"", ""agile methodology"", ""angular 13"", ""asp.net"", ""c#"", ""jenkins"", ""jira"", ""octopus"", ""oracle"", ""sql"", ""sql server"", ""veracode""]",1
"["".net"", "".net core"", "".net framework"", "".net standard"", ""asp.net mvc"", ""blazor"", ""c#"", ""css"", ""html5"", ""javascript"", ""jquery"", ""react"", ""sql"", ""t-sql""]",1
"["".net"", "".net core"", "".net framework"", ""ado.net"", ""asp.net mvc"", ""aws"", ""c#"", ""entity framework"", ""git"", ""jira"", ""postgressql"", ""sql""]",1
"["".net"", "".net core"", "".net framework"", ""angular"", ""azure"", ""azure devops"", ""azure service bus"", ""c#"", ""graphql"", ""infor m3"", ""ngrx"", ""power automate"", ""power bi"", ""rabbitmq"", ""rest"", ""retool"", ""sharepoint"", ""sql"", ""sql server""]",1
"["".net"", "".net core"", "".net framework"", ""grails"", ""hibernate"", ""java"", ""oracle"", ""spring mvc"", ""sql server""]",1
"["".net"", "".net core"", ""active directory"", ""ajax"", ""angular2+"", ""azure devops"", ""bootstrap"", ""c#"", ""css"", ""entraid"", ""html5"", ""identity server 4"", ""iis"", ""jquery"", ""json"", ""ncino"", ""power bi"", ""salesforce"", ""sql server"", ""ssis"", ""ssrs""]",1
"["".net"", "".net core"", ""ado.net"", ""angular"", ""api"", ""apis"", ""azure devops"", ""azure pipelines"", ""c#"", ""ci/cd"", ""devops"", ""devsecops"", ""docker"", ""entity framework"", ""git"", ""json"", ""k8s"", ""linq"", ""microsoft sql server"", ""next.js"", ""npm"", ""postman"", ""powershell"", ""pwas"", ""react"", ""reactjs"", ""regex"", ""restful"", ""soap"", ""sql"", ""swagger"", ""transact sql"", ""vsc"", ""wsdl"", ""xml"", ""xsd""]",1
"["".net"", "".net core"", ""agile"", ""api gateway"", ""aws"", ""aws cdk"", ""aws s3"", ""docker"", ""dynamodb"", ""ecr"", ""ecs"", ""fargate"", ""lambda"", ""sql"", ""windows server""]",1
"["".net"", "".net core"", ""angular material"", ""angularjs"", ""c#"", ""docker"", ""entity framework core"", ""html5"", ""javascript"", ""mongodb"", ""typescript"", ""visual studio""]",1
"["".net"", "".net core"", ""angular"", ""angular material"", ""angularjs"", ""c#"", ""docker"", ""entity framework core"", ""html5"", ""javascript"", ""mongodb"", ""typescript"", ""visual studio""]",1
"["".net"", "".net core"", ""angular"", ""ansible"", ""aws"", ""azure"", ""azure devops"", ""azure resource manager"", ""azuread"", ""azuread b2c"", ""bicep"", ""c#"", ""ci/cd security"", ""cloud foundry"", ""cryptography"", ""devsecops"", ""django"", ""docker"", ""facebook"", ""github"", ""google"", ""iaas"", ""java"", ""javascript"", ""jwt"", ""kubernetes"", ""linkedin"", ""microsoft 365"", ""microsoft sdl"", ""mongodb"", ""mysql"", ""nosql"", ""oauth 2.0"", ""oidc"", ""owasp"", ""paas"", ""postgresql"", ""power apps"", ""powershell"", ""public key infrastructure"", ""python"", ""react"", ""ruby"", ""saas"", ""saml 2.0"", ""sharepoint"", ""spring"", ""sql"", ""terraform"", ""typescript"", ""vue.js""]",1
"["".net"", "".net core"", ""angular"", ""asp.net core"", ""azure devops"", ""c#"", ""cobol"", ""coldfusion"", ""css3"", ""git"", ""html5"", ""java"", ""javascript"", ""jquery"", ""json"", ""magic xpa"", ""microsoft .net"", ""ms entity framework"", ""mvc"", ""natural"", ""nunit"", ""rest"", ""sharepoint"", ""sql"", ""transact sql"", ""visual studio"", ""xml""]",1
"["".net"", "".net core"", ""angular"", ""asp.net"", ""azure devops"", ""c#"", ""css3"", ""flutter"", ""git"", ""html5"", ""javascript"", ""jenkins"", ""mvc"", ""nosql"", ""react"", ""react native"", ""sql"", ""xamarin""]",1
"["".net"", "".net core"", ""angular"", ""azure"", ""bootstrap"", ""c#"", ""css"", ""entity framework"", ""gis"", ""google maps"", ""javascript"", ""less"", ""linq"", ""mapbox"", ""openstreetmap"", ""react"", ""sass"", ""sql""]",1
"["".net"", "".net core"", ""angular"", ""c#"", ""html"", ""web api""]",1
"["".net"", "".net core"", ""angular"", ""c#"", ""html5"", ""react"", ""sql server"", ""tsql"", ""winforms"", ""wpf""]",1
